id,year,volume,issue,article_number,editor_era,is_editorial,title,authors,category,cluster_haiku_summary,summary_haiku,methodology_primary,methodology_secondary,unit_of_analysis_primary,unit_of_analysis_secondary,pedagogy_primary,pedagogy_secondary,technology_primary,technology_secondary,theory_primary,theory_secondary,ai_llm_involvement_primary,ai_llm_involvement_secondary,evidence_span,coding_confidence,extends_methodology,extends_pedagogy,extends_technology,extends_theory,coding_notes
ijCSCL_6_2_5,2011,6,2,5,stahl_hesse_2006_2015,no,"A multimodal approach to coding discourse: Collaboration, distributed cognition, and geometric reasoning",Michael A. Evans & Eliot Feenstra & Emily Ryon & David McNeill,c,1,"Researchers developed a multimodal coding framework to analyze distributed cognition in young children's collaborative problem-solving. Using speech, gesture, and gaze analysis, they tracked ""coreferences""—shared references to objects, participants, and concepts—across three discourse levels. Applied to 7-8-year-olds solving tangrams physically and virtually, findings revealed increased meta-level communication and coalition formation in computer-supported settings, with dominant participants showing greater influence in virtual versus physical environments.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_2_6,2011,6,2,6,stahl_hesse_2006_2015,no,Designing automated adaptive support to improve student helping behaviors in a peer tutoring activity,Erin Walker & Nikol Rummel & Kenneth R. Koedinger,b,8,"Researchers used a four-phase iterative design process to develop adaptive support for peer tutoring in algebra. Through user needs analysis, system design, classroom experimentation, and qualitative case analysis, they found that adaptive assistance improved conceptual help quality and sentence classifier usage compared to fixed support, though learning gains were not significantly different. The study demonstrates how accountability-focused design principles can enhance collaborative help-giving behaviors.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_2_7,2011,6,2,7,stahl_hesse_2006_2015,no,CSCL for intellectually disabled pupils: Stimulating interaction by using a floor control mechanism,Ulrike Cress & Katrin Wodzicki & Martina Bientzle & Andreas Lingnau,c,1,"This study examined whether floor control mechanisms—restricting simultaneous actions in collaborative learning environments—improve interaction quality for intellectually disabled pupils. Twenty pupils completed a furniture-sorting task in pairs using tablet PCs, comparing floor control versus unrestricted conditions. Results showed floor control reduced relocations, decreased coordinative communication, and increased content-related discussion, particularly when pupils disagreed or faced difficult symbols, while producing slightly higher-quality collaborative outcomes.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_3_1,2011,6,3,1,stahl_hesse_2006_2015,no,Student use of Facebook for organizing collaborative classroom activities,Cliff Lampe & Donghee Yvette Wohn & Jessica Vitak & Nicole B. Ellison & Rick Wash,b,4,"Two survey studies examined how undergraduate students repurpose Facebook for classroom organizing. Study 1 (N=302) found that Facebook intensity and willingness to contact instructors predicted collaboration propensity. Study 2 (N=214) revealed two distinct collaboration types: positive (instructor-approved) and negative (unapproved), with different predictors including self-efficacy and relational communication strategies, suggesting how students use Facebook matters more than frequency.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_3_2,2011,6,3,2,stahl_hesse_2006_2015,no,Identity presence and knowledge building: Joint emergence in online learning environments?,Fengfeng Ke & Alicia F. Chávez & Pei-Ni L. Causarano & Antonio Causarano,c,16,"This mixed-method study examined identity presence in seven online courses and its relationship to knowledge building. Using discourse analysis of 1,817 discussion posts, researchers found that posts expressing personal experiences, cultural perspectives, and age-related views elicited significantly more responses and correlated with knowledge-sharing interactions. However, identity presence did not significantly predict higher-level collaborative knowledge construction, suggesting online learners prioritize self-expression over negotiating shared understanding.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_3_3,2011,6,3,3,stahl_hesse_2006_2015,no,Agent-based dynamic support for learning from collaborative brainstorming in scientific inquiry,Hao-Chuan Wang & Carolyn P. Rosé & Chun-Yen Chang,b,4,"This study examines learning during collaborative brainstorming through two controlled experiments manipulating individual versus pair work and system support. Results reveal that while pair brainstorming produces process losses in idea generation, it enhances multi-perspective learning. The VIBRANT agent's automatic feedback improves connection-based learning. An enhanced version in study two shows promise for mitigating productivity losses associated with collaborative work.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_3_4,2011,6,3,4,stahl_hesse_2006_2015,no,Scaffolding collaborative technical writing with procedural facilitation and synchronous discussion,Shiou-Wen Yeh & Jia-Jiunn Lo & Jeng-Jia Huang,b,2,"Researchers developed Process-Writing Wizard, a computer-supported system combining procedural scaffolding and synchronous chat to facilitate collaborative technical writing among EFL students. An experimental study with 48 students compared the system against standard chat. Results showed experimental group students demonstrated significantly higher perceived usefulness, positive attitudes, and stronger intention to reuse the system. Their articles exhibited superior content and organization quality, and synchronous discussions focused more on article-related interactions rather than social exchanges.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_3_5,2011,6,3,5,stahl_hesse_2006_2015,no,Are two heads always better than one? Differential effects of collaboration on students’ computer-supported learning in mathematics,Dejana Mullins & Nikol Rummel & Hans Spada,a,8,"Collaboration's effectiveness in mathematics learning depends on instructional material type. This experimental study compared individual versus collaborative learning with conceptual and procedural algebra instruction in a computer-supported environment. Results showed collaboration enhanced conceptual knowledge acquisition through mutual elaboration, but hindered procedural skill development due to task distribution and reduced practice opportunities.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_3_6,2011,6,3,6,stahl_hesse_2006_2015,no,Analyzing temporal patterns of knowledge construction in a role-based online discussion,Alyssa Friend Wise & Ming Ming Chiu,c,15,"This study analyzed temporal patterns of knowledge construction in role-based online discussions using content analysis and statistical discourse analysis. Examining 252 posts from 21 university students, researchers identified pivotal posts that divided discussions into distinct segments. Results showed most discussions progressed from lower to higher knowledge construction phases, with mid-discussion summaries by Synthesizer and Wrapper roles acting as pivotal posts that elevated subsequent discussion quality, supporting the progressive nature of collaborative knowledge construction.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_3_7,2011,6,3,7,stahl_hesse_2006_2015,no,The impact of scripted roles on online collaborative learning processes,Francesca Pozzi,c,4,"This pilot study examined how scripted ""opinion-centered"" roles impact online collaborative learning in an asynchronous text-based environment. Using content analysis of 209 student messages and post-activity questionnaires, researchers evaluated four dimensions: participative, social, cognitive, and teaching. Results showed roles effectively fostered group cohesion and knowledge building, though metacognition remained underdeveloped. Students' perceptions largely aligned with message analysis, indicating awareness of the collaborative process.",,,,,,,,,,,,,,,,,,,
